,title
25857,foreign aid allocation tactics and democratic change in africa
7823,corruption as an alternative to limit pricing
6994,a different approach to information management by exceptions (toward the prevention of another enron)
14860,les organisations productrices d'incompetence
6719,sustainable development of agriculture & environmental protection
14322,centro universitário de brasília (uniceub)
14536,"implementation of cooperation agreement between the ministry of internal affairs, police, attorney general office (ago) in handling and crime of corruption in indonesia"
18267,strengthening coherence between social protection and agricultural interventions - the case of mali
27065,methodological aspects of the population and housing census of 1971
33582,in reference to soft skills development in the course of cross-cultural business communication
34769,whose power? whose and which duties? pension fund investments and fiduciary-related duties in the united states and india
44249,centralization versus delegation and the value of communication
8634,pre-procedure angina frequency predicts cost-effectiveness of coronary revascularization
30526,effect of u.s. monetary policy on emerging sovereign cds-bond market
36585,some major issues in economics and insurance developments (insurance premiums: economic factors for insurance pricing policies)
10392,letters to the editor
2417,investment and demand uncertainty
23531,an exploratory study of parental christmas request communications
39366,an estimated cost of lost climate regulation services caused by thawing of the arctic cryosphere.
43868,put your money where your mouth is: a model of certification with informed finance
29216,[the cities and urbanization in the migratory movements between 1968 and 1975].
33704,accountability in the context of transgovernmental networks: a conceptual approach
34608,development of transport in conditions of transformation of economic systems
46071,risk taking in local governments’ financial investment making
31502,análise exergética de válvulas redutoras de pressão visando cogeração: estudo de caso em uma indústria de celulose
6620,the drivers of financial globalization
14036,"domenico demarco, l'uomo, lo storico"
10001,a positive agenty theory : the nash game between deterrence systems and reward systems
47448,"on emissions trading, toxic debt and the australian power market"
10053,how does institutional quality moderate the influence of financial development on environmental pollution? evidence from g20 countries
17178,in the house but out of the household? why congress needs to codify a substantial support test for courts to use when calculating a debtor’s household size
3240,en ny landsbygdspolitik? en granskning av två parlamentariska landsbygdskommittéers slutbetänkanden
11824,"weak convergence of tree methods, to price options on defaultable assets"
16069,the response of low-income households to income losses from disability
28369,the problem of an autonomous bureaucracy in transition economies: lessons from the american experience
31907,islamic economics and a third fundamental theorem of welfare economics
26948,vosper fast patrol boats for the trinidad and tobago coast guard
19167,the belgian presidency 2001
36871,a century of macro-financial linkages
371,a new institutional financial analysis on sunk cost relevance
1255,implementasi corporate social responsibility pada pt. perkebunan nusantara iv (persero)
10983,how pharmaceuticals cut direct & indirect costs of therapy.
9555,fifty years of management at the harvard forest.
40301,do financial aspects affect care transitions in long-term care systems? a systematic review
36216,a retrospect and prospect on the development of china's stock market
9181,fiscal policy under deflationary gap and long-run stagnation: reinterpretation of keynesian multipliers
36949,"discussion of ordering of risks and ruin probabilities by f. broeckx, m. goovaerts and f. de vylder"
10759,the clinical and psychopathological implications in the forms of hyperhistaminosis
15454,skirtingą darbo patirtį turinčių asmenųsocializacijos organizacijoje ypatumai
32936,"an inquiry into the stability of islamic financial services institutions in terms of volatility, risk and correlations: a case study of malaysia employing m-garch t-dcc and modwt wavelet approaches"
44994,the social production of gentility and capital in early modern england : the newtons of lincolnshire
42875,zero-sum two-person games
46400,multimedia and the crisis economy in japan
46009,intergenerational relationships among migrant families in europe
36627,from sars to china's rural worker's social security problem
40809,theoretical framework on future knowledge-based economy
18115,the indices of сore inflation in russia
4251,usaf to make historic change in method of overall defense suppression policy
17442,ifo konjunkturtest juni 2001 in kürze
36927,economic analysis and the third sector overview of economic analysis in relation to the third sector
34177,undominated vcg redistribution mechanisms
46116,twin deficits and sustainability
2322,considerations about deepening the accounting system reform of state-owned institution——based on the comparison with the
24401,book review: policy and performance: agricultural and development in post-independence india
15850,on credit frictions as labor-income taxation
36103,hypoxia expert discusses critical science aspects of gulf 'dead zone'
14339,국민연금의 개혁과 경로연금의 과제
21253,gewerbemieten trotzen der corona-krise
7099,plaidoyer pour l'utopie
37956,"models for anticipating non-motorized travel choices, and role of the built environment"
45256,normative inference in efficient markets
40203,china’s quest for grand strategy
33139,complex and concurrent negotiations for multiple interrelated e-markets
8697,operation management of rural banks of local government in the emerging market: an assessment of agency conflict or social responsibility
2741,manifesting stories: the progression of comics from print to web to print
1383,inflationssorgen in der brd
15778,agricultural diversification and economic growth in ecuador
667,cryptocurrency market structure: connecting emotions and economics
38825,"wimps, yobs and game busters"
40952,"economic growth, transport accessibility and regional equity impacts of high-speed railways in italy: ten years ex post evaluation and future perspectives"
12109,energy efficiency and co2 emission abatement technology
31511,oversea settlement. migration from the united kingdom to the dominions.
34007,the use of the signal approach to development of early warning indicators of financial turmoil in russia
1254,"the restoration of industry, crafts, trade and the demographic recovery of čukarica municipality 1919-1929"
9571,impact of corporate financial services in banking sector
31217,a re-examination of the market reaction to failed mergers
7732,united kingdom pig production 1967 – 1978
14318,5 regnum transilvanum: the rise of the congregational regime
16037,achieving zero hunger in india: challenges and policies
42977,economic evidence on the existence of collusion: reconciling antitrust law with oligopoly theory
27361,"the army you have: the determinants of military mechanization, 1979–2001"
15724,hydrogen production from nuclear energy: comparative cost assessment
39498,how transparency may corrupt â experimental evidence from asymmetric public goods games
5692,neofuedalism as territorial and economic governance: post-socialist russia's experience
24531,information acquisition and use by networked players
47081,cost efficiency evaluation based on a data envelopment analysis approach by considering undesirable outputs on the basis of the semi-disposability assumption
14398,factors influencing farmers' willingness to purchase farm prices index insurance
24647,the economics of sport in asia: editors' overview
24053,mother tongue and marriage: the french and english in canada.
37348,implementasi resolusi micro conflict berbasis alternative dispute resolution (studi peran mediasi di pusat pelayanan terpadu perempuan dan anak korban kekerasan ‘rekso dyah utami’ yogyakarta)
33989,perspectives of the accession of the czech republic to the euro area in terms of the price level convergence
25277,subsides in indian economy and their role in balancing fiscal deficit
29014,resource externalities and the persistence of heterogeneous pricing behavior in an energy commodity market
21225,mental framing by consequence thinking: its effects on judgements of gender-based employment selection
17181,[working conditions and morbidity rate in employers at the south-east railway transport].
30779,"assessment of rural farming households wtp for fertilizers and agrochemicals in kwawara state, nigeria"
3689,data for: urban growth tendency of electrical cables in the costa rican metropolitan area
11997,increasing importance of genetic algorithms in science and technology: linear trends over the period from year 1989 to 2022
15544,understanding the entrepreneur: an index of entrepreneurial success
39918,estimators of the regression parameters of the zeta distribution
12241,formulation of american foreign policy
13515,valuation of wind power distributed generation by using longstaff–schwartz option pricing method
27845,living off the land
33048,litigating against the dealth penalty: the strategy behind furman
40415,the significance of value added tax as a source of revenue for the kenyan government a case study for the selected vat districts and business sectors
34758,corporate social responsibility and the market reaction to negative events: evidence from inadvertent and fraudulent restatement announcements
25405,the eu commission allows under eu state aid rules an important project of common european interest notified by several member states to cooperate for the development of innovative products (ipcei)
7585,efficient control variates and strategies for bermudan swaptions in a libor market model
40288,"technological diffusion and industrialization before 1914 - kenwood,ag, lougheed,al"
13556,risks and transfer pricing regulation at the multinational enterprisesâ routine units: a literature review
11809,rolling dice for the future of the planet
5300,"nanotechnology nexus—intersection of research, science, technology, and regulation"
6353,"analisis pengaruh rasio profitabilitas,leverage terhadap price earning ratio (studi pada perusahaan manufaktur di bursa efek indonesia tahun 2012-2015)"
27727,cbo's analysis of the macroeconomic effects of the president's budget
42099,book reviews
18154,improving the quality of life in bangkok via change in city planning.
36593,"qualitative ""5d"" research methods versus quantitative research methodology in information and communication science"
7240,the lay-out of the east african arc
3699,the fifty-second session of the international law commission
26237,analysis of character and influencing factors of the environmental kuznets curve in shanxi province
4985,is public infrastructure productive? a metropolitan perspective using new capital stock estimates
18304,taxes versus quotas for a stock pollutant
16247,science and technology in ancient india
18087,geschichte und aufklärung: aufsätze
3003,welfare effects of gasoline and gasoil price shocks: a dynamic panel data approach
44096,economic instruments in the politics of environmental protection and sustainable development in serbia
2139,the effects of macroeconomic indicators on economic growth of nigeria (1970-2015)
31955,"finance and system of provision of housing. the case of istanbul, turkey"
6287,counterfactual quantile decompositions with selection correction taking into account huber/melly (2015): an application to the german gender wage gap
47074,who has the advantage? an economic exploration of winning in men's professional tennis
39302,"no let up in lithium price weakness, sources say"
46043,"effects of credit access on poverty status of rural households in oyo state, nigeria sanusi w.a and olagunju f.i"
11184,the allocation of time over the life cycle
28799,"the u.s. economy and monetary policy remarks for the panel discussion, “the united states and the global economic outlook” national association for business economics/american economic association meetings san francisco, ca january 3, 2016"
36884,price asynchronization and price level inertia
39650,a study on establishing team net organization in new high tech enterprises
595,real-time quarterly national accounts*
19763,the cyclical behavior of prices
3054,i divari regionali tra i tassi bancari in italia
41997,reassessing acos and health care reform.
33286,legal aspects of postal money orders
19334,farmer-owned grain reserve program needs modification to improve effectiveness: consequences of usda's farmer-owned reserve program for grain stocks and prices
31397,"analisis potensi,daya pajak, dan efektivitas penerimaan pajak mineral bukan logam dan batuan di kabupaten padang pariaman"
11,smolensko žemės bažnytinių pareigūnų karjeros ypatybės 1395–1514 m.
42534,illusionen und realitäten der sozialen sicherheit
33321,the graft union: an analysis of the reciprocal effect of stock and scion
7872,a crise financeira global sob a ótica da concorrência fiscal internacional = the global financial crisis from the perspective of international tax competition
29096,an exceptional power: equity in thomas hobbes's dialogue on the common law
13649,hospital epidemiologic surveillance for invasive aspergillosis: patient demographics and the utility of antigen detection
15814,infrastructure project finance: a systematic literature review and directions for future research
19783,history of the efficient market hypothesis
32850,welfare effects of salary forecast error in professional labour markets
19470,estimating production risk and inefficiency simultaneously: an application to cotton cropping systems
17667,consistent estimation in large heterogeneous panels with multifactor structure endogeneity
36511,"demographic change in germany and france –a comparison of fertility, family policy and their implications on public budgets"
45011,strategy for living labors in industrial era 4.0
43518,adapting and reacting to tourism development: a tale of two villages on fiji’s coral coast
40373,analysis and arima forecasting of industrial accident death rates in china
19521,a monetary analysis of the liquidity trap with an application to the usa
47291,determinants of buyers' aspiration and reservation price
23469,india's outward foreign direct investment: the home-country economic perspective
34498,the impact of policy timing on the spread of covid-19
17041,factors that influence multinational corporations’ control of their operations in foreign markets: an empirical investigation
37500,thinking beyond the hybrid: ‘actually‐existing’ cities ‘after neoliberalism’ in boyle et al. a response to law and mooney
32114,the state and beyond: the possibility of world community
43555,the kids are alright
9963,hetop: stata module for estimating heteroskedastic ordered probit models with ordered frequency data
5789,the rebirth of italy 1943–50
45328,spatial mismatch through local public employment agencies: answers from a french quasi-experiment
18090,"welfare states, trade and health inequalities"
4433,a durable centre of urban space: the los angeles plaza
30295,tindak pidana kegiatan usaha pada pt. bank century tbk: antara pelanggaran prinsip prudential banking dan lemahnya pengawasan bank indonesia
36229,disruptive social innovation for a low-carbon world
23002,impact of global1sation on women empowerment
504,chapter v. the stannaries and the crown. taxation and revenue
36377,a fiscal rule that has teeth: a suggestion for a ‘fiscal sustainability council’ underpinned by the financial markets
40649,"debt, hedging and human capital"
24151,immigration and economic growth
6217,inequality matters
6281,investigation and analysis of cropping system readjustment and farmers' income increase and proposals for policy options——a case study of cropping system readjustment in eastern henan
41068,pepfar and adult mortality: a replication study of hiv development assistance effects in sub-saharan african countries
27438,wissensbasiertes kapital in deutschland: analyse zu produktivitäts- und wachstumseffekten und erstellung eines indikatorensystems; studie im auftrag des bundesministeriums für wirtschaft und energie
29195,estimating claim settlement values using glm
2195,technology advancement in wireless communication
13808,aqm-06: the macro economic model of the oenb
38292,the need to fabricate lower limb prosthetic devices by additive manufacturing
46032,guest editorial: to a higher realism
17520,demographic and economic implications of populations ageing in asia with special reference to the greying of indian thai and japanese populations
45119,import and export of capital from russia under sanctions and response measures
26255,modeling production with artificial societies: the emergence of social structure
43562,the nature and measurement of marketing productivity in consumer durables industries: a firm level analysis
40742,using dsge models: working paper 2009-04
35901,gesetzliche anreize für die verbandsmitgliedschaft zur stärkung der tarifbindung
29453,studi analisa jumlah kebutuhan armada taksi di kota malang
43723,restoring trust in trade: liber amicorum in honour of peter van den bossche
34185,multi-product exporters in us–china trade war
17362,some contributions to the history of sociology. section xv. the restoration of ethics in economic theory. the professorial socialists. the verein fur socialpolitik.
24367,the new international economic order: an overview
20456,regulatory competition and international cooperation
19247,why do japanese regional banks issue subordinated debts?
29056,"rents, knowledge and neo-structuralism: transforming the productive matrix in ecuador"
41077,analisis matematika kurva isoprofit model cournott dalam pasar duopoli
16886,voluntary disclosure of intangibles and analysts’ earnings forecasts and recommendations
34834,lbos’ effects on innovation: evidence from france [efectos de los lbo en la innovación: el caso de francia]
19580,financial risk protection of individuals with private health insurance
35403,2004-1 should the canadian federation be rebalanced?
23102,assortative mating in the marriage market
39216,the law of war: a detailed assessment of the us department of defense law of war manual
13926,returns to scale and size in agricultural economics
24181,new klobuchar bill addressing drug shortages requires early notification
17706,household employment and the crisis in europe
334,global manufacturing network and supply chain management for the electronics industry
9901,citizen implementation of sustainability measures at the neighborhood scale
14538,development of land management along with reform and opening-up
26892,"adam smith's moral philosophy: a historical and contemporary perspective on markets, law, ethics and culture - by jerry evensky"
26475,a review on political factors influencing public support for urban environmental policy
20892,auction choice for ambiguity-averse sellers facing strategic uncertainty: comment
37844,partial decentralization as a way to prevent secessionist conflict
9191,"the anticipation of changes in housing prices in urban distressed areas after implementation of renovation projects using grey method (case study: majd project, mashhad municipality district 2)"
16427,protecting digital platform workers in the industrial accident compensation insurance
40158,what do recreational shoppers want to achieve from shopping? the importance of excitement in leisure shopping
12011,forecasting internal labour supply with a use of markov chain analysis
2935,rural development issues in bangladesh and lessons from the japanese experience
25687,bayesian analysis in econometrics
13425,a club convergence analysis of per capita energy consumption across australian regions and sectors
46179,the power of laborers and the accounting conservatism
25565,union budget 2004-05 and the health sector
11048,the world trade organization: an analysis of disputes
37057,capacity adequacy in interconnected electricity markets
6049,gao call for fda compounding powers could affect post-recess action
33564,cms
39475,principles of development economics. henry j. bruton
7055,flood management in municipalities in the prešov region
29440,"transferring technical knowledge and innovating in europe, c.1200-c.1800"
33385,new evidence on taxes and the timing of birth
29223,effects of stored feed cropping systems and farm size on the profitability of maine organic dairy farm simulations.
26280,une gaffe
41761,pcv24 application of the cost of obesity model for cost benefit analysis (cba) of sibutramine and orlistat: a third party payer's perspective
31843,do foreign investors stimulate or inhibit stock market development in latin america?
44409,mortgage modifications in ireland: a recent history
11335,over de paradoxale verschillen tusschen de saldi der handelsbalansen
24495,the flat tax— a model for reform of personal and business taxes
12623,sustainable development - welche ergebnisse brachte der gipfel von johannesburg?
31628,the challenge of client tax integrity testing for banks in the netherlands (and soon elsewhere
33939,dynamic effects of corruption on general government final consumption expenditure: evidence from oecd countries
12454,regulatory review nominee draws ‘collective groan’ from activists
33744,commentary: central banks and the financial system
6384,causal relationships between carbon dioxide emissions and economic factors: evidence from china
5735,valuing groundwater recharge through agricultural production in the hadejia-nguru wetlands in northern nigeria
45413,overdose fatalities at worksites and opioid use in the construction industry
15779,state energy efficiency
45239,the eu after lisbon
8512,the employment of boys in agriculture and the rural exodus
39775,"network partitioning、innovation expansion and the fracture breakthrough for china ""innovation-driven"" development on the view of national competitiveness expansion"
5453,perspectives de l'assurance vie
43429,"an integrated approach for collection network design, capacity planning and vehicle routing in reverse logistics"
38507,the impact from oil price shocks on the trade balance : the case of the two nordic brothers
36102,war activities and citizenship rights in and outside the occupied zone: lithuanian women during the first world war
41998,financial determinants of human development in developing countries
18061,"la leçon sociale de l'affaire ""exodus"""
15096,"timing of crime, learning and sanction"
28319,the russian professional sociological society needs more independent experts. igor zadorin interviewed by andrey yakovlev
11935,the settler economies: european agriculture
21768,"stochastic games with hidden states, fifth version"
40088,agents come to bits: towards a constructive comprehensive taxonomy of economic entities
40122,turkey and the eu: politics and economics of accession
2664,john maynard keynes as a global economic policymaker: first do the macro and then do the rest
9712,an investigation of the frozen vegetables market for agroindustrial complex organization.
7481,"identifying and developing tourism program in lok baintan floating market in south kalimantan, indonesia"
24160,afro-mexicano symposium: an introduction
113,testing profitability of momentum investment strategy in ise
10655,deux etudes de « régimes politiques comparés »
36205,disaster risk indicators in brazil: a proposal based on the world risk index
40178,health and safety risk assessment in environmental management of mining operations
13489,toward a new understanding of anarchism
10641,bilateral trade and monetary regime: analysis for asean-5 countries and their main trading partners
46097,"on the merits of an ""approximation"" to the busy period of the gi/g/1 queue"
36818,continuance intention of baby boomer and x generation as new users of digital payment during covid-19 pandemic using utaut2
16645,"aid, aid volatility and sectoral growth in sub-saharan africa: does finance matter?"
39291,differences between decision and experienced utility: an investigation using the choice experiment method
44817,the effect of the decentralization degree on corruption: a new interpretation
44646,glokal institutionalisering : mötet mellan globala och lokala idéer i kommunal näringspolitik för hållbar utveckling
45799,laissez fairism and industrial development in colonial malaya
30411,zero-sum games: the general case
39827,measuring energy poverty in south africa based on household required energy consumption
19861,direct and indirect effects of high speed rail
3289,"some economic consequences of knowledge, information and icts"
20053,on lenin's struggle against the second international revisionistsand its contemporary inspirations
30775,cietac's calculations on lost profits under article 74 of the cisg
20534,economic efficiency of underground gasification. [review of a book on the subject]
4327,budi and malay workplace ethics
13241,the role of social grants on commercialization among smallholder farmers in south africa: evidence from a continuous treatment approach
9476,the optimal taxation of height: a case study of utilitarian income redistribution
26724,att beskriva rätten : en kommentar till försök att ge en generell beskrivning av rätten
28502,the economic assessment of research and development
18103,forming establishment units in the international price program
35874,experiências de lutas em contexto dito pós-neoliberal no brasil: 2003-2013
35318,historyczno-statystyczne aspekty kulturowego rozwoju miasta konina w xx wieku
23630,game theory: correlated equilibria
31460,financially engineering a “self-generative” political economy of creditworthiness: expertocratic exemption problems for sustainable debt and democracy
12606,"africa, the american intelligentsia, and the shadow of vietnam"
432,current structural changes: risks and opportunities for german trade unions
19745,international standards on business and human rights: is drafting a new treaty worth it?
39906,taxes and stimuli of investment under uncertainty
44515,a cost effectiveness indicator for software development
20602,la situation inquiétante de l'industrie houillère belge
18222,o macrocosmo social da nanociência: estudo sobre as pesquisas em nanotecnologia da embrapa e da unicamp
40881,mixed clubs : further observations
43077,mobility barriers and profitability of multinational and local enterprises in indian manufacturing
38390,efisiensi teknis usahatani pisang cavendish menggunakan stochastic frontier analysis (sfa) di kabupaten bojonegoro
7007,"inter-cohort wealth development in finland, 1987–2016"
36834,urbanization in reykjavík
9583,protecting the environment during regional development.
28200,the financiasl structure of chinese corporation and international financial market
8357,"navy sub depot work costs less, but private shipyards won contracts"
33507,reducing government bank presence in the brazilian financial system why and how
30830,"black markets for foreign exchange, real exchange rates, and inflation : overnight versus gradual reform in sub-saharan africa"
4401,corporate privilege and the challenge of sustainable democracy
27815,"bangkok, jakarta, and singapore: a comparative analysis of plans and problems"
412,innovations in housing for smart cities
28069,legislation would restore federal control over isolated wetlands
16120,pengaruh earnings opacity dan tax avoidance terhadap nilai perusahaan
8411,the inconvenience yield of carbon futures
44962,accounting conservatism in international financial reporting standards and u.s. generally accepted accounting principles
17552,"the evaluation of the school dropout demonstration assistance program design report, volume ii: data collection instruments"
2551,economic development and growth: a survey
22640,workable trade policy for today's economic and political world
45593,the historical evolution of the methodology for quantifying federal reserved instream water rights for american indian tribes
511,shrinking labour geographies: transport access for paid work in later ages
29182,pricing and congestion management based on improved chaos genetic algorithms
36453,el instituto de estudios internacionales de la universidad de chile
7639,"productivity, wages, and profitability of firms using covid-19-related support policies (japanese)"
26012,fusões eaquisições bancárias e aevolução da eficiênciatécnica dos maiores bancos privados no brasil
18324,financing of multinational subsidiaries: parent debt vs. external debt
20972,"identification, screening and stereotyping in labour market discrimination"
31044,basque-south landes coast eff group
10292,"adult social care in england: more disappointment, delay, and distraction"
12521,dealing with a not-so-benevolent uncle: implied contracts with federal government agencies
3727,новый технологический уклад и его влияние на развитие экономики россии
25491,addendum: the fair guiding principles for scientific data management and stewardship
17124,determinant analysis for rubber export in indonesia
46834,o que vem pela frente? ocorrência do techno-stress entre profissionais da sociedade da informação
18619,"american accounting education, textbooks and public practice prior to 1900"
26634,the science of human potential: public dialogue about behavioral genetics
32277,pengaruh rasio profitabilitas terhadap harga saham pada perusahaan makanan dan minuman yang terdaftar di bursa efek indonesia
29239,"willingness to pay for improved air quality and influencing factors among manufacturing workers in nanchang, china"
3810,the arrival of fast internet and employment in africa
23173,exploration of the presale property market in china from an institutional perspective
24832,first steps toward sustainable circular uses of chemicals: advancing the assessment and management paradigm
20596,"social enterprises and sdgs: a case study of selco solar light pvt. ltd, india"
28343,on resources conversion symbiosis relation of industry innovation
16026,le parlement européen : etude selon les criteres de la chambre des representants americaine
7719,κεφαλαιακή διάρθρωση ναυτιλιακών εταιρειών
979,significantly increased medical expenditure on breast cancer failing to bring down its mortality and incidence rate
37438,"6. the protection of, and assistance to, witnesses at the icty"
21917,market chain of shrimps and crabs
38101,the role of cognitive limitations and heterogeneous expectations for aggregate production and credit cycle
39671,the asset allocation decision
43115,financial expenses of eu structural funds in rural areas in poland
46895,die soziale stabilisierung des vergrößerten wohlstandes im gemeinsamen markt
22269,panel data estimates of the production function and product and labor market imperfections
8052,environmental and socio-economic feasibility assessment of rice straw conversion to power and ethanol in thailand
22961,"population growth, economic development, and population control programs"
224,mutual fund flows and fluctuations in credit and business cycles
35169,the european union's participation in international economic institutions: a mutually beneficial reassertion of the centre
1272,from ubb to bsr
36835,l'application du controle aux modeles macroeconomiques francais : experiences et perspectives d'avenir
40026,a u-shaped curve phenomenon of international language on output growth: empirical evidence
12155,determinants of teacher location in peru
2493,"the more we die, the more we sell? a simple test of the home-market effect"
32747,un marché sans marchandise ? répugnance et matching market
17950,"william h. becker and william m. mcclenahan, jr. the market, the state, and the export-import bank of the united states, 1934–2000. new york: cambridge university press, 2003. xii + 340 pp. isbn 0-521-81143-0, $80.00"
25422,ending poverty in all its forms everywhere
14762,the function of the hungarian state in the introduction of new products and new technologies
11503,the role of supreme audit institutions in building resilience during the covid 19 pandemic
25072,dod preparing new mrap competition for efp-stopping designs
45841,renewal ofrolling stock is a strategic goal of railways
34869,unconditional government social cash transfer in africa does not increase fertility
8018,análisis de los efectos de la competitividad sistemática a nivel macro y meso
17173,food trade and food safety violations: what can we learn from import refusal data?
27601,the economy of affection and local enterprises in africa: empirical evidence from a network study in burkina faso and senegal
11014,due process. what rights does it guarantee? what are its limitations?
31302,cost-benefit analýza a riziko v socioekonomickém hodnocení projektů
43371,the impact of microfinance services on the living conditions of households with low income earning: the case of addis ababa
21189,role of global uncertainty: evidence from covid-19 pandemic
11250,juridiction de la commission de relations ouvrières
45416,"trade openness, environmental regulation, and human capital in china: based on ardl cointegration and granger causality analysis"
13248,identification of key sectors in a lower middle-income country - evidence of backward and forward linkages from input-output analysis
37009,research on model of portfolio investment
20724,the economic module
18526,the d-mark and the euro
24734,l'agrégation dans les modèles économiques
8148,tropics and economic development: an empirical investigation
21159,the cobb-douglas production function as a tool for studying the impact of digital transformation on the economy of the region
8559,the countermeasure analyses of the development of the regional economy in jiangsu supported by industrial economy
17105,systematizations of laws in russia in the first quarter of the xviii century: tradition upholding and innovation
42577,natural resource opportunities and challenges for rural development in marginal grabens – the state of the art with implications for the rift valley system in ethiopia
41413,afvb report 2001
30254,absorptive capacity and innovativeness in technological environments: an analysis in the light of theory
36663,problems of urban traffic organizations in a large city of the republic of kazakhstan (on the example of almaty)
23366,a theoretical analysis on income and income gap
45916,wirtschaftspolitische ziele der europäischen union
40320,asymmetric error correction models for the oil-gasoline price relationship
11905,land grabbing in latin america: opportunity or threat?
19781,an approach of integrating force sensing and safety operation for manipulator
45485,crop diversity as an adaptation strategy to climate change in west africa. [p152]
22623,"environmental justice and the long-term impacts of large dam projects : a case study of communities displaced by the inanda dam, durban."
12665,corrigenda: introduction to the economics of religion
37292,innovation and economic growth : an empirical investigation of european countries
17179,import trade mark translation in cultural context
45850,english bards and german sages
7057,economies of size in auto body manufacture
2573,issues for international development agencies.
15538,community action and the poor: influence vs. social control in a new york city community.@@@subsidizing the poor: an evaluation of the boston housing authority program.
246,maximizing the probability of realizing profit targets versus maximizing expected profits: a reconciliation to resolve an agency problem
995,thought on imposition of social security tax in china
4791,questions for new single-payer advocates
41549,a critical evaluation of agricultural credit financing in nigeria
46183,a realist inquiry to identify the contribution of lean six sigma to person-centred care and cultures
47387,prospects and challenges of business tourism: a case of mauritius
34801,competing autonomy claims and the changing grammar of global politics
40428,voluntary environmental agreements in developing countries: the colombian experience
38683,carta de josé manuel naredo a la comisaria de medio ambiente de la unión europea sobre el phn
14289,multivariate analysis of variance applied to 3g mobile market segmentation : the innovator theory
44976,chapter 5 : results 5 . 1 contribution and extraction pattern of selected non-timber forest products from achanakmar-amarkantak biosphere reserve by communities living in and around of biosphere reserve
5260,identification of a new traf6 inhibitor for the treatment of hepatocellular carcinoma
16680,analisis del fenómeno de migración y posibles soluciones en el municipio de belalcázar caldas
4403,latin america in the south-south cooperation against the background of globalization controversies
12874,economics and law: two cultures in tension
4231,university-industry cooperation in research and development
17910,a study on the development and socio-cultural impact of tourism real estate in the ancient town of dali
9538,payday loans and globalization in the age of the internet – policy recommendations
35939,la política económica burguesa frente a la crisis
23054,inter-regional dependence of j-reit stock prices: a heteroscedasticity-robust time series approach
5407,the ecb and the euro--the first 6 years: a view from the ecb
17432,the dynamic effects of fiscal policy shocks in pakistan
46737,"equality, adequacy, and educational policy"
34070,exploring nutrient recovery from hydroponics in urban agriculture: an environmental assessment
13164,portofolio investasi pengusaha diy
34565,identifying the dynamic home market effect in a three-country model
7218,on the characteristics of the rational spirit of chinese socialist market economy
33825,stamford journal of economics
47300,the county fair cyber loss distribution: drawing inferences from insurance prices
38240,the state in burma
7797,"comparative analysis of financial performance before and after cooperation with health bpjs as a provider of health services in 2011-2018 (study at rsi muhammadiyah sumberrejo, bojonegoro)"
38521,the model optimization method of time-of-use price
24643,can the report of the ‘five presidents’ save the euro?
39603,cleo research paper series
10470,extrinsic uncertainty revisited
15499,dod opposes measure: congress close to passing legislation imposing landmine moratorium
4005,a multilevel analysis of the effects of neighbourhood income inequality on individual self-rated health in hong kong.
5517,debt security of ukraine
21231,modern construction economics
7873,a multi-criteria and multi-agent framework for supporting complex decision-making processes
35226,2030 target for energy efficiency and emission reduction in the eu paper industry
24863,strategies to revitalize garuda indonesia route profitability to improve financial performance
6229,"the problem of docket control: a response to ""reassessing the allocation of judicial business between state and federal courts"""
43695,the continental divide? economic exposure to brexit in regions and countries on both sides of the channel
12577,intraday liquidity provision by trader types in a limit order market: evidence from taiwan index futures
29069,economics and chrematistics in the economic thought of the stoic philosophy
45168,the growth and distribution of population in guangzhou city in 1982-2000
24953,the decline of the industrial city: the limits of neoliberal urban regeneration
38660,the economic principles of telephone rates under a budgetary constraint
33689,opec and the world oil outlook : rebound of the exporters?
46347,beyond the fcn treaty: japanese multinationals under title vii
36668,on the equilibrium price set of a continuous perturbation of exchange economies
25509,use of device does not ensure compliance with needlestick rule
37698,the eu regulatory framework for gm foods in relation to bee products
28511,inter divisional study of economic development of eastern u p with special reference to human development indices 1990 2000
3056,the rediscovery of the division of labor
41800,estimating the cost related to surveillance of colorectal cancer in a french population
23594,dampak investasi terhadap ketimpangan kesempatan kerja regional di indonesia
36106,equilibrium trust
855,features of the globalization process in the world economy
37540,the medieval `cycle' as history play: an approach to the wakefield plays
21304,quantitative risk assessment of exposure to airborne asbestos in an office building
20231,response to an optimistic viewpoint
21974,quantitative trading through random perturbation q-network with nonlinear transaction costs
43768,the evolution of university responses to financial reduction.
16473,short-term leaders should make long-term appointments
26696,china's energy mix adjustment in terms of strategy
34858,the effect of business plan competitions on entrepreneurial intention and behavior
5136,"games, information, and evidence production: with application to english legal history"
25874,"property rights, institutions and forest resources management in developing countries"
19210,"rationality and freedom, weber and beyond"
1139,corrosion on a substrate field of the invention
44506,"the anatomy of political and social change: turkish parties, parliaments, and elections"
17751,a procedure for evaluating development potential in the area of production capacity
