Title 1,Title 2,Similarity Score,annotation_label,word_count_Title1,word_count_Title2
distortions of national policies to renewable energy cooperation mechanisms,law and finance in britain c. 1900,51.0,0,9,7
distortions of national policies to renewable energy cooperation mechanisms,concentrate or diversify? the relationship between tenant concentration and reit performance,39.0,0,9,11
distortions of national policies to renewable energy cooperation mechanisms,lessons from the financial crisis of 1907,46.0,0,9,7
distortions of national policies to renewable energy cooperation mechanisms,recent changes in the u.s. business cycle,46.0,0,9,7
distortions of national policies to renewable energy cooperation mechanisms,impacts of native american casinos and resorts on local hotels,25.0,0,9,10
distortions of national policies to renewable energy cooperation mechanisms,an empirical investigation into students' experience of fuel poverty,27.0,0,9,9
distortions of national policies to renewable energy cooperation mechanisms,cooperation in symmetric duopolies with demand inertia,29.0,0,9,7
distortions of national policies to renewable energy cooperation mechanisms,on signaling disability in anonymous economic games,34.0,0,9,7
distortions of national policies to renewable energy cooperation mechanisms,why a government might want to consider foreign currency denominated debt,34.0,0,9,11
distortions of national policies to renewable energy cooperation mechanisms,does the classification of intangibles matter? an equivalence testing,24.0,0,9,9
distortions of national policies to renewable energy cooperation mechanisms,local and urban development in the european union,36.0,0,9,8
distortions of national policies to renewable energy cooperation mechanisms,on the pitman estimator for a family of non-regular distributions,28.0,0,9,10
distortions of national policies to renewable energy cooperation mechanisms,beyond obama's red lines: the syrian arab army and chemical warfare,46.0,0,9,11
distortions of national policies to renewable energy cooperation mechanisms,what do prosecutors maximize? evidence from the careers of u.s. attorneys,36.0,0,9,11
distortions of national policies to renewable energy cooperation mechanisms,on the tacit collusion equilibria of a dynamic duopoly investment game,27.0,0,9,11
distortions of national policies to renewable energy cooperation mechanisms,using growth curves to determine the timing of booster sessions,32.0,0,9,10
distortions of national policies to renewable energy cooperation mechanisms,legal literacy for muslim converts in malaysia,41.0,0,9,7
distortions of national policies to renewable energy cooperation mechanisms,"budgets permitting, marines could be fighting alongside robots by 2020s",38.0,0,9,10
distortions of national policies to renewable energy cooperation mechanisms,conflict-of-interest concerns raised in fda reg science collaborations,25.0,0,9,8
distortions of national policies to renewable energy cooperation mechanisms,the centrality of jerusalem to an end of conflict agreement,28.0,0,9,10
distortions of national policies to renewable energy cooperation mechanisms,"does hiring at the ""wrong"" time pay off?",47.0,0,9,8
distortions of national policies to renewable energy cooperation mechanisms,"epa eyes broad review of state, regional clean water permit programs",35.0,0,9,11
distortions of national policies to renewable energy cooperation mechanisms,purchasing power of workers in the soviet union,40.0,0,9,8
distortions of national policies to renewable energy cooperation mechanisms,final epa rule speeds emissions cuts from hand-held engines,34.0,0,9,9
distortions of national policies to renewable energy cooperation mechanisms,"states, scientists urge drinking water standard for epa radiological guide",37.0,0,9,10
distortions of national policies to renewable energy cooperation mechanisms,thresholds and regime change in the market for renewable identification numbers,32.0,0,9,11
distortions of national policies to renewable energy cooperation mechanisms,"crisis, risk culture and the role model of the honourable merchant",37.0,0,9,11
distortions of national policies to renewable energy cooperation mechanisms,preliminary study of solar electricity using comparative analysis,28.0,0,9,8
law and finance in britain c. 1900,the economic benefits of returned-global chinese ipos,39.0,0,7,7
law and finance in britain c. 1900,gmm estimation of non-gaussian structural vector autoregression,45.0,0,7,7
law and finance in britain c. 1900,violent video games and crime,29.0,0,7,5
law and finance in britain c. 1900,an index of competitiveness and cooperativeness for normal-form games,49.0,0,7,9
law and finance in britain c. 1900,volatility-adjusted 60/40 versus 100--new risk investing paradigm,47.0,0,7,7
law and finance in britain c. 1900,distortions of national policies to renewable energy cooperation mechanisms,51.0,0,7,9
law and finance in britain c. 1900,the productivity puzzle in business services,40.0,0,7,6
law and finance in britain c. 1900,lessons from the financial crisis of 1907,25.0,0,7,7
law and finance in britain c. 1900,recent changes in the u.s. business cycle,33.0,0,7,7
law and finance in britain c. 1900,management connectedness and corporate investment,43.0,0,7,5
law and finance in britain c. 1900,an empirical investigation into students' experience of fuel poverty,50.0,0,7,9
law and finance in britain c. 1900,cooperation in symmetric duopolies with demand inertia,38.0,0,7,7
law and finance in britain c. 1900,on signaling disability in anonymous economic games,33.0,0,7,7
law and finance in britain c. 1900,cash holdings speed of adjustment,37.0,0,7,5
law and finance in britain c. 1900,does the classification of intangibles matter? an equivalence testing,47.0,0,7,9
law and finance in britain c. 1900,local and urban development in the european union,35.0,0,7,8
law and finance in britain c. 1900,when youâve seen one financial crisisâ¦,24.0,0,7,6
law and finance in britain c. 1900,environmental change and organizational transformation,40.0,0,7,5
law and finance in britain c. 1900,counterterror intelligence operations and terror attacks,42.0,0,7,6
law and finance in britain c. 1900,water for sustainable development in africa,29.0,0,7,6
law and finance in britain c. 1900,legal literacy for muslim converts in malaysia,34.0,0,7,7
law and finance in britain c. 1900,conflict-of-interest concerns raised in fda reg science collaborations,48.0,0,7,8
law and finance in britain c. 1900,"does hiring at the ""wrong"" time pay off?",36.0,0,7,8
law and finance in britain c. 1900,purchasing power of workers in the soviet union,39.0,0,7,8
law and finance in britain c. 1900,final epa rule speeds emissions cuts from hand-held engines,43.0,0,7,9
law and finance in britain c. 1900,policy implementation in hong kong,32.0,0,7,5
law and finance in britain c. 1900,preliminary study of solar electricity using comparative analysis,49.0,0,7,8
concentrate or diversify? the relationship between tenant concentration and reit performance,does performance related pay for teachers improve student performance? some evidence from india,39.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,the effect of essential medicines programme on rational use of medicines in china,41.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,spousal control and intra-household decision making: an experimental study in the philippines,55.0,0,11,12
concentrate or diversify? the relationship between tenant concentration and reit performance,the impact of high-speed rail on housing prices: evidence from china's prefecture-level cities,52.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,analysis of the environmental effects of the clean heating policy in northern china,35.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,an index of competitiveness and cooperativeness for normal-form games,47.0,0,11,9
concentrate or diversify? the relationship between tenant concentration and reit performance,the transformation from traditional nonprofit organizations to social enterprises: an institutional entrepreneurship perspective,56.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,distortions of national policies to renewable energy cooperation mechanisms,39.0,0,11,9
concentrate or diversify? the relationship between tenant concentration and reit performance,testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,55.0,0,11,12
concentrate or diversify? the relationship between tenant concentration and reit performance,how do trade and communication costs shape the spatial organization of firms?,45.0,0,11,12
concentrate or diversify? the relationship between tenant concentration and reit performance,do auctions and forced divestitures increase competition? evidence for retail gasoline markets,36.0,0,11,12
concentrate or diversify? the relationship between tenant concentration and reit performance,impacts of native american casinos and resorts on local hotels,46.0,0,11,10
concentrate or diversify? the relationship between tenant concentration and reit performance,an empirical investigation into students' experience of fuel poverty,44.0,0,11,9
concentrate or diversify? the relationship between tenant concentration and reit performance,why a government might want to consider foreign currency denominated debt,39.0,0,11,11
concentrate or diversify? the relationship between tenant concentration and reit performance,does the classification of intangibles matter? an equivalence testing,43.0,0,11,9
concentrate or diversify? the relationship between tenant concentration and reit performance,surgical scheduling by fuzzy model considering inpatient beds shortage under uncertain surgery durations,52.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,unit-root and stationarity testing with empirical application on industrial production of cee-4 countries,47.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,the incidence of carbon taxes in u.s. manufacturing: lessons from energy cost pass-through,48.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,on the pitman estimator for a family of non-regular distributions,45.0,0,11,10
concentrate or diversify? the relationship between tenant concentration and reit performance,beyond obama's red lines: the syrian arab army and chemical warfare,55.0,0,11,11
concentrate or diversify? the relationship between tenant concentration and reit performance,"the recreational value of beaches in the nelson mandela bay area, south africa",48.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,what do prosecutors maximize? evidence from the careers of u.s. attorneys,41.0,0,11,11
concentrate or diversify? the relationship between tenant concentration and reit performance,on the tacit collusion equilibria of a dynamic duopoly investment game,46.0,0,11,11
concentrate or diversify? the relationship between tenant concentration and reit performance,role of digital economy and technology adoption for financial inclusion in india,52.0,0,11,12
concentrate or diversify? the relationship between tenant concentration and reit performance,using growth curves to determine the timing of booster sessions,51.0,0,11,10
concentrate or diversify? the relationship between tenant concentration and reit performance,"budgets permitting, marines could be fighting alongside robots by 2020s",63.0,0,11,10
concentrate or diversify? the relationship between tenant concentration and reit performance,the centrality of jerusalem to an end of conflict agreement,47.0,0,11,10
concentrate or diversify? the relationship between tenant concentration and reit performance,"epa eyes broad review of state, regional clean water permit programs",42.0,0,11,11
concentrate or diversify? the relationship between tenant concentration and reit performance,final epa rule speeds emissions cuts from hand-held engines,59.0,0,11,9
concentrate or diversify? the relationship between tenant concentration and reit performance,"states, scientists urge drinking water standard for epa radiological guide",54.0,0,11,10
concentrate or diversify? the relationship between tenant concentration and reit performance,thresholds and regime change in the market for renewable identification numbers,37.0,0,11,11
concentrate or diversify? the relationship between tenant concentration and reit performance,"crisis, risk culture and the role model of the honourable merchant",50.0,0,11,11
concentrate or diversify? the relationship between tenant concentration and reit performance,distributors segments of the division of surgical materials: an application of multivariate analysis,58.0,0,11,13
concentrate or diversify? the relationship between tenant concentration and reit performance,economic analysis of wind and caes hybrid system using biomass based energy storage,57.0,0,11,13
the gender and generational consequences of the demographic transition and population policy: an assessment of the micro and macro linkages,motivational interviewing retention counseling and adherence to early infant diagnostic hiv testing schedule in south africa: the paedlink randomized trial,42.0,0,20,20
the gender and generational consequences of the demographic transition and population policy: an assessment of the micro and macro linkages,the effect of conditional transfers on school performance and child labor: evidence from an ex-post impact evaluation in costa rica,38.0,0,20,20
the gender and generational consequences of the demographic transition and population policy: an assessment of the micro and macro linkages,which firms benefit from strengthening contract enforcement? foreignness as an asset at exit in emerging economies private equity,52.0,0,20,18
the gender and generational consequences of the demographic transition and population policy: an assessment of the micro and macro linkages,thinking beyond collateral in value chain lending: access to bank credit for smallholder vietnamese bamboo and cinnamon farmers,36.0,0,20,18
the gender and generational consequences of the demographic transition and population policy: an assessment of the micro and macro linkages,an empirical retrospect of the impacts of government expenditures on economic growth: new evidence from the nigerian economy,43.0,0,20,18
the gender and generational consequences of the demographic transition and population policy: an assessment of the micro and macro linkages,key differences between methods of measuring foreign direct investor involvement in service industries – case study of poland,55.0,0,20,18
the productivity puzzle in business services,the economic benefits of returned-global chinese ipos,31.0,0,6,7
the productivity puzzle in business services,gmm estimation of non-gaussian structural vector autoregression,41.0,0,6,7
the productivity puzzle in business services,violent video games and crime,29.0,0,6,5
the productivity puzzle in business services,volatility-adjusted 60/40 versus 100--new risk investing paradigm,39.0,0,6,7
the productivity puzzle in business services,law and finance in britain c. 1900,40.0,0,6,7
the productivity puzzle in business services,lessons from the financial crisis of 1907,33.0,0,6,7
the productivity puzzle in business services,recent changes in the u.s. business cycle,25.0,0,6,7
the productivity puzzle in business services,management connectedness and corporate investment,41.0,0,6,5
the productivity puzzle in business services,cooperation in symmetric duopolies with demand inertia,30.0,0,6,7
the productivity puzzle in business services,on signaling disability in anonymous economic games,41.0,0,6,7
the productivity puzzle in business services,cash holdings speed of adjustment,31.0,0,6,5
the productivity puzzle in business services,local and urban development in the european union,33.0,0,6,8
the productivity puzzle in business services,when youâve seen one financial crisisâ¦,24.0,0,6,6
the productivity puzzle in business services,environmental change and organizational transformation,46.0,0,6,5
the productivity puzzle in business services,counterterror intelligence operations and terror attacks,42.0,0,6,6
the productivity puzzle in business services,water for sustainable development in africa,27.0,0,6,6
the productivity puzzle in business services,legal literacy for muslim converts in malaysia,34.0,0,6,7
the productivity puzzle in business services,conflict-of-interest concerns raised in fda reg science collaborations,48.0,0,6,8
the productivity puzzle in business services,"does hiring at the ""wrong"" time pay off?",36.0,0,6,8
the productivity puzzle in business services,purchasing power of workers in the soviet union,31.0,0,6,8
the productivity puzzle in business services,policy implementation in hong kong,36.0,0,6,5
the productivity puzzle in business services,preliminary study of solar electricity using comparative analysis,35.0,0,6,8
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,does performance related pay for teachers improve student performance? some evidence from india,54.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,the effect of essential medicines programme on rational use of medicines in china,40.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,spousal control and intra-household decision making: an experimental study in the philippines,42.0,0,12,12
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,the impact of high-speed rail on housing prices: evidence from china's prefecture-level cities,57.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,impact of family planning health education on the knowledge and attitude among yasoujian women,47.0,0,12,14
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,analysis of the environmental effects of the clean heating policy in northern china,50.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,the transformation from traditional nonprofit organizations to social enterprises: an institutional entrepreneurship perspective,61.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,concentrate or diversify? the relationship between tenant concentration and reit performance,55.0,0,12,11
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,how do trade and communication costs shape the spatial organization of firms?,44.0,0,12,12
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,do auctions and forced divestitures increase competition? evidence for retail gasoline markets,35.0,0,12,12
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,impacts of native american casinos and resorts on local hotels,49.0,0,12,10
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,economics of the import of factors of production : comparative advantage and commercial policy,59.0,0,12,14
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,safety stock management in single vendor–single buyer problem under vmi with consignment stock agreement,44.0,0,12,14
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,why a government might want to consider foreign currency denominated debt,46.0,0,12,11
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,surgical scheduling by fuzzy model considering inpatient beds shortage under uncertain surgery durations,41.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,unit-root and stationarity testing with empirical application on industrial production of cee-4 countries,56.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,construction of a reflective quality of life index for gauteng province in south africa,54.0,0,12,14
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,the incidence of carbon taxes in u.s. manufacturing: lessons from energy cost pass-through,53.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,improving living standards of small producers in lombok indonesia: entrepreneurship can be the key,41.0,0,12,14
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,on the pitman estimator for a family of non-regular distributions,46.0,0,12,10
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,beyond obama's red lines: the syrian arab army and chemical warfare,44.0,0,12,11
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,"the recreational value of beaches in the nelson mandela bay area, south africa",45.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,what do prosecutors maximize? evidence from the careers of u.s. attorneys,48.0,0,12,11
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,on the tacit collusion equilibria of a dynamic duopoly investment game,43.0,0,12,11
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,role of digital economy and technology adoption for financial inclusion in india,55.0,0,12,12
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,using growth curves to determine the timing of booster sessions,50.0,0,12,10
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,"budgets permitting, marines could be fighting alongside robots by 2020s",54.0,0,12,10
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,the centrality of jerusalem to an end of conflict agreement,50.0,0,12,10
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,"epa eyes broad review of state, regional clean water permit programs",47.0,0,12,11
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,"who passes business's ""model bills""? policy capacity and corporate influence in u.s. state politics",46.0,0,12,14
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,"states, scientists urge drinking water standard for epa radiological guide",35.0,0,12,10
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,new and refreshment training demand for vietnam tourism human resources in tourism recovery situation,42.0,0,12,14
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,thresholds and regime change in the market for renewable identification numbers,38.0,0,12,11
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,"crisis, risk culture and the role model of the honourable merchant",51.0,0,12,11
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,analysis of inflation and rupiah exchange rate on mudharabah savings at sharia commercial banks,50.0,0,12,14
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,distributors segments of the division of surgical materials: an application of multivariate analysis,35.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,economic analysis of wind and caes hybrid system using biomass based energy storage,38.0,0,12,13
testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,strategy of spatial planning and the advancement of urban competitiveness:taking nanjing city for example,50.0,0,12,14
lessons from the financial crisis of 1907,the economic benefits of returned-global chinese ipos,28.0,0,7,7
lessons from the financial crisis of 1907,gmm estimation of non-gaussian structural vector autoregression,38.0,0,7,7
lessons from the financial crisis of 1907,violent video games and crime,28.0,0,7,5
lessons from the financial crisis of 1907,an index of competitiveness and cooperativeness for normal-form games,40.0,0,7,9
lessons from the financial crisis of 1907,volatility-adjusted 60/40 versus 100--new risk investing paradigm,44.0,0,7,7
lessons from the financial crisis of 1907,distortions of national policies to renewable energy cooperation mechanisms,46.0,0,7,9
lessons from the financial crisis of 1907,law and finance in britain c. 1900,25.0,0,7,7
lessons from the financial crisis of 1907,the productivity puzzle in business services,33.0,0,7,6
lessons from the financial crisis of 1907,recent changes in the u.s. business cycle,32.0,0,7,7
lessons from the financial crisis of 1907,management connectedness and corporate investment,42.0,0,7,5
lessons from the financial crisis of 1907,an empirical investigation into students' experience of fuel poverty,43.0,0,7,9
lessons from the financial crisis of 1907,cooperation in symmetric duopolies with demand inertia,35.0,0,7,7
lessons from the financial crisis of 1907,on signaling disability in anonymous economic games,32.0,0,7,7
lessons from the financial crisis of 1907,cash holdings speed of adjustment,28.0,0,7,5
lessons from the financial crisis of 1907,does the classification of intangibles matter? an equivalence testing,40.0,0,7,9
lessons from the financial crisis of 1907,local and urban development in the european union,38.0,0,7,8
lessons from the financial crisis of 1907,when youâve seen one financial crisisâ¦,23.0,0,7,6
lessons from the financial crisis of 1907,environmental change and organizational transformation,39.0,0,7,5
lessons from the financial crisis of 1907,counterterror intelligence operations and terror attacks,43.0,0,7,6
lessons from the financial crisis of 1907,water for sustainable development in africa,28.0,0,7,6
lessons from the financial crisis of 1907,legal literacy for muslim converts in malaysia,27.0,0,7,7
lessons from the financial crisis of 1907,conflict-of-interest concerns raised in fda reg science collaborations,41.0,0,7,8
lessons from the financial crisis of 1907,"does hiring at the ""wrong"" time pay off?",29.0,0,7,8
lessons from the financial crisis of 1907,purchasing power of workers in the soviet union,32.0,0,7,8
lessons from the financial crisis of 1907,final epa rule speeds emissions cuts from hand-held engines,32.0,0,7,9
lessons from the financial crisis of 1907,policy implementation in hong kong,29.0,0,7,5
lessons from the financial crisis of 1907,preliminary study of solar electricity using comparative analysis,38.0,0,7,8
how do trade and communication costs shape the spatial organization of firms?,does performance related pay for teachers improve student performance? some evidence from india,44.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,the effect of essential medicines programme on rational use of medicines in china,32.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,spousal control and intra-household decision making: an experimental study in the philippines,40.0,0,12,12
how do trade and communication costs shape the spatial organization of firms?,the impact of high-speed rail on housing prices: evidence from china's prefecture-level cities,51.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,impact of family planning health education on the knowledge and attitude among yasoujian women,39.0,0,12,14
how do trade and communication costs shape the spatial organization of firms?,analysis of the environmental effects of the clean heating policy in northern china,40.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,the transformation from traditional nonprofit organizations to social enterprises: an institutional entrepreneurship perspective,65.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,concentrate or diversify? the relationship between tenant concentration and reit performance,45.0,0,12,11
how do trade and communication costs shape the spatial organization of firms?,testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,44.0,0,12,12
how do trade and communication costs shape the spatial organization of firms?,do auctions and forced divestitures increase competition? evidence for retail gasoline markets,37.0,0,12,12
how do trade and communication costs shape the spatial organization of firms?,impacts of native american casinos and resorts on local hotels,27.0,0,12,10
how do trade and communication costs shape the spatial organization of firms?,economics of the import of factors of production : comparative advantage and commercial policy,35.0,0,12,14
how do trade and communication costs shape the spatial organization of firms?,safety stock management in single vendor–single buyer problem under vmi with consignment stock agreement,54.0,0,12,14
how do trade and communication costs shape the spatial organization of firms?,why a government might want to consider foreign currency denominated debt,40.0,0,12,11
how do trade and communication costs shape the spatial organization of firms?,surgical scheduling by fuzzy model considering inpatient beds shortage under uncertain surgery durations,57.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,unit-root and stationarity testing with empirical application on industrial production of cee-4 countries,46.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,construction of a reflective quality of life index for gauteng province in south africa,46.0,0,12,14
how do trade and communication costs shape the spatial organization of firms?,the incidence of carbon taxes in u.s. manufacturing: lessons from energy cost pass-through,43.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,improving living standards of small producers in lombok indonesia: entrepreneurship can be the key,49.0,0,12,14
how do trade and communication costs shape the spatial organization of firms?,on the pitman estimator for a family of non-regular distributions,28.0,0,12,10
how do trade and communication costs shape the spatial organization of firms?,beyond obama's red lines: the syrian arab army and chemical warfare,44.0,0,12,11
how do trade and communication costs shape the spatial organization of firms?,"the recreational value of beaches in the nelson mandela bay area, south africa",43.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,what do prosecutors maximize? evidence from the careers of u.s. attorneys,34.0,0,12,11
how do trade and communication costs shape the spatial organization of firms?,on the tacit collusion equilibria of a dynamic duopoly investment game,33.0,0,12,11
how do trade and communication costs shape the spatial organization of firms?,role of digital economy and technology adoption for financial inclusion in india,39.0,0,12,12
how do trade and communication costs shape the spatial organization of firms?,using growth curves to determine the timing of booster sessions,38.0,0,12,10
how do trade and communication costs shape the spatial organization of firms?,"budgets permitting, marines could be fighting alongside robots by 2020s",42.0,0,12,10
how do trade and communication costs shape the spatial organization of firms?,the centrality of jerusalem to an end of conflict agreement,38.0,0,12,10
how do trade and communication costs shape the spatial organization of firms?,"epa eyes broad review of state, regional clean water permit programs",47.0,0,12,11
how do trade and communication costs shape the spatial organization of firms?,"who passes business's ""model bills""? policy capacity and corporate influence in u.s. state politics",50.0,0,12,14
how do trade and communication costs shape the spatial organization of firms?,"states, scientists urge drinking water standard for epa radiological guide",37.0,0,12,10
how do trade and communication costs shape the spatial organization of firms?,new and refreshment training demand for vietnam tourism human resources in tourism recovery situation,46.0,0,12,14
how do trade and communication costs shape the spatial organization of firms?,thresholds and regime change in the market for renewable identification numbers,36.0,0,12,11
how do trade and communication costs shape the spatial organization of firms?,"crisis, risk culture and the role model of the honourable merchant",43.0,0,12,11
how do trade and communication costs shape the spatial organization of firms?,analysis of inflation and rupiah exchange rate on mudharabah savings at sharia commercial banks,42.0,0,12,14
how do trade and communication costs shape the spatial organization of firms?,distributors segments of the division of surgical materials: an application of multivariate analysis,41.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,economic analysis of wind and caes hybrid system using biomass based energy storage,36.0,0,12,13
how do trade and communication costs shape the spatial organization of firms?,strategy of spatial planning and the advancement of urban competitiveness:taking nanjing city for example,50.0,0,12,14
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,does performance related pay for teachers improve student performance? some evidence from india,33.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,the effect of essential medicines programme on rational use of medicines in china,29.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,spousal control and intra-household decision making: an experimental study in the philippines,39.0,0,12,12
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,the impact of high-speed rail on housing prices: evidence from china's prefecture-level cities,36.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,impact of family planning health education on the knowledge and attitude among yasoujian women,52.0,0,12,14
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,analysis of the environmental effects of the clean heating policy in northern china,43.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,the transformation from traditional nonprofit organizations to social enterprises: an institutional entrepreneurship perspective,56.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,concentrate or diversify? the relationship between tenant concentration and reit performance,36.0,0,12,11
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,testing stationarity in small‐ and medium‐sized samples when disturbances are serially correlated,35.0,0,12,12
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,how do trade and communication costs shape the spatial organization of firms?,37.0,0,12,12
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,impacts of native american casinos and resorts on local hotels,38.0,0,12,10
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,economics of the import of factors of production : comparative advantage and commercial policy,46.0,0,12,14
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,safety stock management in single vendor–single buyer problem under vmi with consignment stock agreement,39.0,0,12,14
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,why a government might want to consider foreign currency denominated debt,45.0,0,12,11
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,surgical scheduling by fuzzy model considering inpatient beds shortage under uncertain surgery durations,44.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,unit-root and stationarity testing with empirical application on industrial production of cee-4 countries,45.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,construction of a reflective quality of life index for gauteng province in south africa,35.0,0,12,14
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,the incidence of carbon taxes in u.s. manufacturing: lessons from energy cost pass-through,44.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,improving living standards of small producers in lombok indonesia: entrepreneurship can be the key,36.0,0,12,14
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,on the pitman estimator for a family of non-regular distributions,41.0,0,12,10
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,beyond obama's red lines: the syrian arab army and chemical warfare,59.0,0,12,11
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,"the recreational value of beaches in the nelson mandela bay area, south africa",48.0,0,12,13
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,what do prosecutors maximize? evidence from the careers of u.s. attorneys,39.0,0,12,11
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,on the tacit collusion equilibria of a dynamic duopoly investment game,42.0,0,12,11
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,role of digital economy and technology adoption for financial inclusion in india,46.0,0,12,12
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,using growth curves to determine the timing of booster sessions,45.0,0,12,10
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,"budgets permitting, marines could be fighting alongside robots by 2020s",53.0,0,12,10
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,the centrality of jerusalem to an end of conflict agreement,45.0,0,12,10
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,"epa eyes broad review of state, regional clean water permit programs",46.0,0,12,11
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,"who passes business's ""model bills""? policy capacity and corporate influence in u.s. state politics",51.0,0,12,14
do auctions and forced divestitures increase competition? evidence for retail gasoline markets,"states, scientists urge drinking water standard for epa radiological guide",32.0,0,12,10
