title1,title2,sourcename1,sourcename2,word_count1,word_count2,annotation_label,L1_distance,Cosine_Similarity,similarity_score,L1_distance_norm,Cosine_Similarity_norm,similarity_score_norm,Average_Score
subjective temporary equilibrium,co-ordinating the war on poverty,scopus,jstor,3.0,5,0,30,0.6284117406521569,0.15575668,0.275,0.6643182156744448,0.42634574,0.4552213171542634
marriage markets and divorce laws,the legality of the image,semantic_scholar,jstor,5.0,5,0,26,0.6761234037828132,0.15537965,0.225,0.7147560494503136,0.42588788,0.4552146440532723
program initiation in technical institutes,the pri's 2006 electoral debacle,semantic_scholar,jstor,5.0,5,0,34,0.5814973813745464,0.15532237,0.325,0.6147232424607548,0.42581832,0.4551805221832684
rank-dependent probabilities,tobacco technology and agricultural labor,semantic_scholar,jstor,2.0,5,0,37,0.5766914189588136,0.12839374,0.3625,0.6096426747850066,0.39311692,0.4550865319904846
economic growth and the environment,in defense of liberal nationalism,semantic_scholar,jstor,5.0,5,0,26,0.7675693158166339,0.0753595,0.225,0.81142703947667,0.32871354,0.45504685857972743
optimal taxation with endogenous wages,unholy alliance,semantic_scholar,jstor,5.0,2,0,31,0.6292853089020909,0.14409742,0.2875,0.665241698263207,0.41218704,0.4549762460384497
hume and endogenous money,salomon's interpretation of max weber,repec,jstor,4.0,5,0,28,0.7343004955701191,0.08353425,0.25,0.7762572902914904,0.33864075,0.45496601324866287
2. theoretical framework,the climate of enterprise,semantic_scholar,jstor,3.0,4,0,15,0.8493005801304011,0.11719541,0.0875,0.8978283018359491,0.37951797,0.45494875810175966
the investment analysts journal,resources and productivity,scopus,jstor,4.0,3,0,25,0.6913932971601798,0.15158823,0.2125,0.7308984409203771,0.4212837,0.45489404434729436
religion behind the iron curtain,monetary restriction and direct controls,semantic_scholar,jstor,5.0,5,0,22,0.845558753052218,0.048097193,0.175,0.893872672545253,0.29560694,0.45482653784332633
axiomatic models of bargaining,the pluralistic latins,repec,jstor,4.0,3,0,24,0.677671845685493,0.17361747,0.2,0.7163929669286475,0.44803542,0.45480946197197386
diagnosticul potenţialului economic al întreprinderii,school resources and student outcomes,semantic_scholar,jstor,5.0,5,0,28,0.6863935826002031,0.124722555,0.25,0.7256130504025005,0.3886587,0.45475725092533503
opodatkowanie zmian podmiotowych spółki cywilnej,the economics of wool,semantic_scholar,jstor,5.0,4,0,29,0.7774602526460401,0.035129964,0.2625,0.8218831291401776,0.27985987,0.4547476666041345
the science of effective altruism,the underfunded pentagon,semantic_scholar,jstor,5.0,3,0,27,0.6551396193118526,0.16197808,0.2375,0.6925732839860989,0.43390083,0.45465803903866053
the contested right to vote,el momento de galicia,semantic_scholar,jstor,5.0,4,0,20,0.6789222772775593,0.21325351,0.15,0.7177148462480923,0.49616835,0.4546277304870096
the rise of labor productivity,the ambatielos case,semantic_scholar,jstor,5.0,3,0,21,0.6977706949752874,0.18628924,0.1625,0.7376402333839961,0.46342367,0.45452130090740744
transaction cost regulation,union finances and elections,ssrn,jstor,3.0,4,0,17,0.7864569727627234,0.15017849,0.1125,0.8313939079309031,0.41957173,0.45448854514839
core inflation and trend inflation,israel's accountability for economic warfare,semantic_scholar,jstor,5.0,5,0,24,0.8082472064894687,0.05911976,0.2,0.8544292019142044,0.30899245,0.45447388246103565
shareholder voice and its opponents,back matter,semantic_scholar,jstor,5.0,2,0,30,0.49810637983842254,0.2672282,0.275,0.5265674080610168,0.56171376,0.45442705439726155
the contract of mutual indifference,ten minutes to decide,semantic_scholar,jstor,5.0,4,0,18,0.8444006618414981,0.08928478,0.125,0.8926484097937404,0.34562403,0.4544241464767078
unexplained gaps and oaxaca-blinder decompositions,the depth of arab radicalism,elsevier,jstor,5.0,5,0,32,0.7870082734456545,-0.004914427,0.3,0.8319767090822705,0.23123103,0.4544025809614343
analysis of the complicated labor,nozick on anarchism,semantic_scholar,jstor,5.0,3,0,22,0.7226633480725158,0.15376052,0.175,0.7639552141827192,0.42392164,0.4542922862901239
realized volatility and transactions,the measurement of mobility,elsevier,jstor,4.0,4,0,27,0.7022602074068441,0.11996803,0.2375,0.7423862696128622,0.38288495,0.45425707301952895
bulletin,arming genocide in rwanda,repec,jstor,1.0,4,0,27,0.358568582800318,0.41912556,0.2375,0.3790566370953179,0.74617386,0.4542434985792987
the residual valuation,the future of soviet-american diplomacy,semantic_scholar,jstor,3.0,5,0,19,0.8508637212650146,0.072491646,0.1375,0.8994807584375971,0.3252309,0.4540705516368427
contractual penalties in french law,information and intelligence for congress,semantic_scholar,jstor,5.0,5,0,24,0.8524619488126076,0.019533375,0.2,0.9011703062356011,0.2609198,0.45403003852567725
the economics approach to cities,the teaching of econometrics,ssrn,jstor,5.0,4,0,12,0.9245881363528836,0.080122575,0.05,0.9774176725888002,0.33449772,0.45397179753064276
the delegated lucas tree,the instructional dimensions study,scopus,jstor,4.0,4,0,24,0.6014065304058602,0.23781607,0.2,0.6357699694782246,0.52599645,0.4539221386959072
pakistan economic survey 2006-2007,planning rationally for the city,semantic_scholar,jstor,4.0,5,0,32,0.6276789371591297,0.13245784,0.3,0.6635435409231064,0.39805228,0.453865272034641
decentralization and mutual liability rules,re-establishing german government,ssrn,jstor,5.0,3,0,34,0.6947072791869775,0.05301941,0.325,0.7344017787551138,0.30158433,0.453662037312165
overseas assembly production choices,equity and republican justice,ssrn,jstor,4.0,4,0,21,0.7242859683401484,0.16084264,0.1625,0.7656705484630626,0.432522,0.45356418244845215
the sargasso sea,public administration and private interest,semantic_scholar,jstor,3.0,5,0,34,0.5772982345566338,0.15480195,0.325,0.610284162887646,0.42518637,0.4534901762434884
environmental regulation and competitiveness,chinese realpolitik,repec,jstor,4.0,2,0,29,0.8223046431736393,-0.007023517,0.2625,0.8692898587906867,0.22866982,0.45348656033557355
program sentono menabung,survey of international trade/economics textbooks,semantic_scholar,jstor,3.0,5,0,33,0.7955607711603484,-0.025245404,0.3125,0.8410178832899468,0.20654166,0.4533531802459206
reforming agricultural markets in africa,aceptar el fracaso,repec,jstor,5.0,3,0,24,0.7906954926148672,0.07142708,0.2,0.8358746102525285,0.32393813,0.453270913861642
and the forward exchange,tony harris 1948–2013,semantic_scholar,jstor,4.0,3,0,27,0.5171145012542264,0.27860886,0.2375,0.5466616241384653,0.57553416,0.4532319296813378
high-throughput screening,success story in south korea,semantic_scholar,jstor,2.0,5,0,23,0.5877538136452587,0.25828362,0.1875,0.6213371575958448,0.5508517,0.45322962009532314
using models in financial planning,extensions of benefit-cost analysis,semantic_scholar,jstor,5.0,4,0,31,0.7292501962004715,0.052746277,0.2875,0.7709184246261476,0.30125266,0.4532236959205587
theorie und empirie politischer konjunkturzyklen,two highway accidents,scopus,jstor,5.0,3,0,39,0.6071582289507229,0.07666226,0.3875,0.6418503111829407,0.33029556,0.4532152913090271
demography and pollution,comments on privacy and medicine,semantic_scholar,jstor,3.0,5,0,22,0.732114158203694,0.14281194,0.175,0.7739460289891178,0.410626,0.45319067439819755
policy options and constraints,comparative government and politics,semantic_scholar,jstor,4.0,4,0,15,0.8422348876123157,0.11888246,0.0875,0.8903588865744717,0.3815667,0.4531418632980071
keeping your balance,the human rights imperative,semantic_scholar,jstor,3.0,4,0,21,0.6458813346216922,0.22803529,0.1625,0.6827859952266773,0.5141189,0.45313496835416417
the empirical measurement of well-being,the silence in russian culture,scopus,jstor,5.0,5,0,21,0.8303411854581981,0.06724267,0.1625,0.8777855966728749,0.31885672,0.45304743760962696
history of economic doctrines,taboo scenarios,semantic_scholar,jstor,4.0,2,0,20,0.8205161505093931,0.08607778,0.15,0.8673991744215088,0.34172955,0.4530429086584116
overview of the florida economy,problems of economic development,semantic_scholar,jstor,5.0,4,0,19,0.8697223535340305,0.053455293,0.1375,0.9194169437895952,0.30211368,0.4530102086070755
"globalna ""amerykańska zaraza""",mineral myths,semantic_scholar,jstor,3.0,2,0,24,0.5243225050930763,0.3024668,0.2,0.5542814821694912,0.6045066,0.45292936466450895
contemporary tools for security assessment,cambodia in 2010,repec,jstor,5.0,3,0,40,0.41666666666666674,0.2313383,0.4,0.44047435562511983,0.51813006,0.45286813987858004
strategic real options,american government and politics,semantic_scholar,jstor,3.0,4,0,14,0.8560992833229,0.11641741,0.075,0.9050154724146748,0.37857318,0.45286288388655666
nieuwe migranten op de arbeidsmarkt,security in the pacific,semantic_scholar,jstor,5.0,4,0,26,0.7108845067154108,0.119146295,0.225,0.751503348046444,0.38188705,0.45279679884311297
activity spectrum from waiting-time distribution,the underdeveloped and the overdeveloped,semantic_scholar,jstor,5.0,5,0,50,0.4265285160195238,0.11947246,0.525,0.4508996957986519,0.38228312,0.45272760571535975
reinventing the energy conservation industry,optimal forecasting incentives,semantic_scholar,jstor,5.0,3,0,26,0.8607954468476404,-0.011594978,0.225,0.9099799674606034,0.22311836,0.45269944409051566
value-at-risk versus non value-at-risk traders,young and aged populations,semantic_scholar,jstor,5.0,4,0,38,0.6078306738548308,0.08502118,0.375,0.6425611785489334,0.34044647,0.45266921690563405
the unwieldy time-dimension of space,housing—twenty years after,semantic_scholar,jstor,5.0,3,0,24,0.7649891066762542,0.09211202,0.2,0.8086994011763017,0.34905735,0.45258558258623816
communications research and public policy,back matter,semantic_scholar,jstor,5.0,2,0,34,0.5728918992315463,0.15633847,0.325,0.6056260563764793,0.42705223,0.45255942867311577
the challenge of infrastructure financing,teacher effectiveness and student performance,scopus,jstor,5.0,5,0,22,0.8479896982799107,0.040309474,0.175,0.8964425182238001,0.28614974,0.45253075281430544
incentives and models of governance,transcendental logarithmic production frontiers,semantic_scholar,jstor,5.0,4,0,22,0.8229551931460529,0.061990403,0.175,0.8699775801824486,0.31247848,0.4524853543018949
growing up with capital flows,war powers,elsevier,jstor,5.0,2,0,23,0.629843866925206,0.21962073,0.1875,0.665832171427953,0.5039005,0.4524108997940182
finanzmarktlotterie als transformationsstrategie,response problems in probability sampling,repec,jstor,3.0,5,0,29,0.7309900532165975,0.0698036,0.2625,0.7727576943814867,0.32196662,0.4524081042269903
economic reforms concept and strategy,some thoughts on bargaining,semantic_scholar,jstor,5.0,4,0,24,0.7480862433723372,0.10628389,0.2,0.7908307344034722,0.36626732,0.4523660192991432
water services in austria,federal grants and resource allocation,repec,jstor,4.0,5,0,23,0.8050764858994133,0.06672303,0.1875,0.8510773112531517,0.31822565,0.4522676544108661
the future of socialism,metaphor and political knowledge,semantic_scholar,jstor,4.0,4,0,21,0.7009130258223498,0.17797524,0.1625,0.7409621121560459,0.45332736,0.45226315664168615
editorial,politico-military problems and resources,scopus,jstor,1.0,4,0,31,0.7761954256776932,0.009466123,0.2875,0.8205460319149138,0.2486944,0.4522468122915308
decision-making for quality science,the record on miti,scopus,jstor,4.0,4,0,23,0.7626669650994327,0.10348098,0.1875,0.8062445760209719,0.36286354,0.45220270555679526
over de scheepvaart in 1916,values and interests,semantic_scholar,jstor,5.0,3,0,19,0.7616329468731718,0.1451311,0.1375,0.8051514755923714,0.41344234,0.4520312730219353
gulf of opinion,an interview with daho djerbal,semantic_scholar,jstor,3.0,5,0,29,0.48145692048564936,0.28607905,0.2625,0.5089666243492103,0.58460575,0.4520241259236646
the deformity of anti-faithfulness,learning liability rules,semantic_scholar,jstor,4.0,3,0,24,0.651320292556889,0.18962577,0.2,0.6885357268069443,0.46747544,0.45200372362846325
pulling starters,strategy for two atomic worlds,elsevier,jstor,2.0,5,0,22,0.6702627371054851,0.19354701,0.175,0.7085605133425622,0.47223732,0.45193261069891943
price-quantity patterns in business cycles,the ideological combat,semantic_scholar,jstor,5.0,3,0,36,0.5910828046793255,0.11836098,0.35,0.6248563620293146,0.38093343,0.45192993193348263
report on double taxation,the balance of power revisited,semantic_scholar,jstor,4.0,5,0,17,0.8117077033708014,0.12173976,0.1125,0.858087426235679,0.38503647,0.45187463158051283
integrated water resource management,reply to the critics,semantic_scholar,jstor,4.0,4,0,28,0.6795077403759057,0.12340537,0.25,0.7183337618024597,0.38705918,0.45179764791036475
corruption and firm tax evasion,factor usage by consumer-managed firms,repec,jstor,5.0,5,0,23,0.8164965809277259,0.055593006,0.1875,0.8631499328502085,0.30470967,0.451786535259355
blockchain for global development,israel's economic plight,semantic_scholar,jstor,4.0,3,0,19,0.7913024420099962,0.11859034,0.1375,0.8365162397974483,0.38121194,0.4517427254237649
aids scourge of our times,constitutionalism in communist china,semantic_scholar,jstor,5.0,4,0,27,0.6686573150705388,0.14286174,0.2375,0.7068633599753238,0.41068646,0.4516832743643078
labour market reform in europe,legislature and judiciary in ceylon,repec,jstor,5.0,5,0,29,0.6932677369088797,0.100772336,0.2625,0.7328799832574971,0.3595742,0.4516513939934455
chaotic patterns in cournot competition,economic research and economic policy,scopus,jstor,5.0,5,0,18,0.8116038948385358,0.11087674,0.125,0.8579776862444196,0.37184474,0.4516074749887557
arbeitszeiten in europa,richardson keynotes student symposium,repec,jstor,3.0,4,0,24,0.7458872512933233,0.10612103,0.2,0.788506095317804,0.36606953,0.45152520693269144
inflation at risk from covid-19,getting it wrong,semantic_scholar,jstor,5.0,3,0,27,0.6309472632853118,0.17524317,0.2375,0.6669986141496732,0.4500096,0.4515027427929585
optimal multiunit exchange design,mobilizing police expertise,repec,jstor,4.0,3,0,20,0.8109630458779912,0.09058577,0.15,0.8573002201653422,0.34720394,0.4515013867728214
research methods for policy analysis,industrial conflict and business fluctuations,semantic_scholar,jstor,5.0,5,0,31,0.7387235231023742,0.039871223,0.2875,0.7809330427767277,0.28561753,0.4513501910408815
differentiability of product measures,japan's drive to pre-eminence,repec,jstor,4.0,4,0,24,0.7781336587288086,0.07761634,0.2,0.822595012605093,0.3314542,0.4513497334122334
u.s. protectionism on the rise,american catholicism and the aggiornamento,repec,jstor,5.0,5,0,24,0.7359800721939873,0.114282586,0.2,0.7780328353261816,0.3759807,0.4513378467829978
an alternative measure of inflation,america's move,semantic_scholar,jstor,5.0,2,0,27,0.7003859939637146,0.11429935,0.2375,0.7404049665120629,0.37600106,0.4513020088403552
disposition matters,the economics of information,semantic_scholar,jstor,2.0,4,0,19,0.734718358370645,0.1666372,0.1375,0.7766990291262136,0.4395587,0.45125258125147777
the author replies,president obama's war powers legacy,scopus,jstor,3.0,5,0,25,0.7682699812207581,0.075490616,0.2125,0.8121677398184071,0.3288728,0.451180179897253
referral-based job search networks,predictive methods and family stability,semantic_scholar,jstor,4.0,5,0,31,0.6256495096046201,0.13783032,0.2875,0.6613981550166412,0.40457645,0.4511582018676534
editorial data,land values and allotment rents,elsevier,jstor,2.0,5,0,21,0.7042381820123419,0.17226958,0.1625,0.744477262628381,0.44639856,0.4511252729536111
international politics and dollar policy,conditional qualitative forecasting,semantic_scholar,jstor,5.0,3,0,19,0.8940135388856884,0.027610552,0.1375,0.9450960899059356,0.2707285,0.4511081962010722
perceptions of price fairness,recent constitution-making in france,semantic_scholar,jstor,4.0,4,0,23,0.7586937826484721,0.104235284,0.1875,0.8020443720692889,0.36377954,0.4511079722998704
the third world bauxite producers,overhauling intelligence,semantic_scholar,jstor,5.0,2,0,29,0.5867146488488575,0.1918188,0.2625,0.6202386165300454,0.4701386,0.4509590753131259
revitalizing iowa's corporate income tax,the caribbean islands,semantic_scholar,jstor,5.0,3,0,29,0.7517905614197984,0.04806788,0.2625,0.7947467114554385,0.29557136,0.4509393561557445
modelling compositional economic data,diagnoses and prescriptions,semantic_scholar,jstor,4.0,3,0,22,0.7329325225725954,0.13630937,0.175,0.774811153432458,0.40272945,0.4508468683629332
financing industrial revolution,foreign and comparative government,semantic_scholar,jstor,3.0,4,0,21,0.7802714459800287,0.10529758,0.1625,0.8248549497137606,0.36506954,0.45080816268954477
study guide to accompany macroeconomics,using price research,semantic_scholar,jstor,5.0,3,0,27,0.6377481392176932,0.16754141,0.2375,0.6741880816152782,0.4406568,0.4507816308713983
about this research review,the psychological rate of interest,semantic_scholar,jstor,4.0,5,0,18,0.8573214099741124,0.06902283,0.125,0.906307429492719,0.3210185,0.45077530556925377
science forecast of 1960,underrating preventive diplomacy,semantic_scholar,jstor,4.0,3,0,32,0.6040404496926219,0.14509287,0.3,0.6385543868396765,0.4133959,0.4506500994316103
intergenerational transmission of health,la renovada amenaza del aislacionismo,scopus,jstor,4.0,5,0,27,0.7871318530118482,0.037033793,0.2375,0.8321073497937607,0.28217185,0.45059306507661895
social security and democracy,third-party participation in wars,scopus,jstor,4.0,4,0,28,0.6861496434015867,0.11463258,0.25,0.725355172895327,0.37640572,0.4505869629459032
the value of human life,anti sealing as an industry,semantic_scholar,jstor,5.0,5,0,26,0.6383069023231291,0.17684223,0.225,0.6747787715804318,0.45195144,0.450576738576483
imperfectly observable commitment,comment,semantic_scholar,jstor,3.0,1,0,26,0.7592566023652966,0.07150151,0.225,0.8026393504343322,0.3240285,0.45055594746940303
revisiting reserves,medical practice and the alcoholic,scopus,jstor,2.0,5,0,33,0.4256571531953446,0.28980953,0.3125,0.4499785446502615,0.58913594,0.45053816316451795
russian industry in 1994,rescuing democracy with something old,semantic_scholar,jstor,4.0,5,0,27,0.6491134836118732,0.15703313,0.2375,0.6862028242116397,0.42789584,0.45053288939811204
discrete-time continuous-state interest rate models,public lending right act 1979,scopus,jstor,5.0,5,0,42,0.6173375318761128,0.030251944,0.425,0.6526112437351983,0.27393615,0.45051579873112974
the credit-anstalt crisis of 1931,ethical investment in hard times,semantic_scholar,jstor,5.0,5,0,19,0.8471208823943808,0.06696776,0.1375,0.8955240595421945,0.31852284,0.4505156334268303
global tourism trends,equality and support for spouses,semantic_scholar,jstor,3.0,5,0,19,0.8073937705142321,0.10129109,0.1375,0.8535270019271812,0.3602042,0.4504103973143247
i. tribute to edgard milhaud,children's use of vcrs,scopus,jstor,5.0,4,0,24,0.6033366817251803,0.2274393,0.2,0.6378104066589522,0.5133952,0.45040186563263496
transfer payments and inflation,wrong on albania,semantic_scholar,jstor,4.0,3,0,23,0.7669649888473704,0.095256485,0.1875,0.8107881821989743,0.35287592,0.4503880334496408
globalization in history.a geographical perspective,prosecutor v. taylor,repec,jstor,5.0,3,0,33,0.7181324987175317,0.03475085,0.3125,0.7591654791025486,0.27939948,0.45035498783284317
the invisible hand of truth,world prospects in cotton,semantic_scholar,jstor,5.0,4,0,22,0.6667592785538492,0.19268617,0.175,0.7048568725873835,0.4711919,0.4503495951589547
the value of mediated communication,investment in commercial construction,scopus,jstor,5.0,4,0,20,0.839968191155994,0.06233911,0.15,0.8879626745880812,0.3129019,0.4502881962359339
aragón en filipinas,outdoor recreation economics,semantic_scholar,jstor,3.0,3,0,27,0.454256762579498,0.32596228,0.2375,0.48021229148533773,0.6330388,0.45025037010718333
the urban growth question,contractual compromises of criminal liability,semantic_scholar,jstor,4.0,5,0,34,0.6384695075740978,0.09330879,0.325,0.6749506678439718,0.35051072,0.45015379476075507
necessity inspires oil patch innovators,jurisdiction in nullity proceedings,semantic_scholar,jstor,5.0,4,0,20,0.8673205819886063,0.038095206,0.15,0.9168779387324044,0.2834608,0.45011291153725613
planning in german multinational corporations,elements of power,semantic_scholar,jstor,5.0,3,0,38,0.5318160234783104,0.14486453,0.375,0.5622031686065335,0.4131186,0.4501072564839568
monetary integration has made progress,the farm policy dilemma,semantic_scholar,jstor,5.0,4,0,25,0.7362751133251788,0.100619726,0.2125,0.7783447346513284,0.35938892,0.4500778841119611
selling rural produce in cities,taking the bishops seriously,semantic_scholar,jstor,5.0,4,0,21,0.7889410520052147,0.09577216,0.1625,0.8340199236196825,0.35350212,0.4500073493892136
borrowing for hospitalization in india,how sushi went global,semantic_scholar,jstor,5.0,4,0,29,0.6717394156502879,0.115367904,0.2625,0.7101215670157321,0.37729868,0.44997341664793916
don't pay for executiv failure,international law and relations,semantic_scholar,jstor,5.0,4,0,25,0.7203081423015135,0.114115864,0.2125,0.761465435596287,0.37577826,0.4499145644810398
economic growth and tax-competing leviathans,quebec and canadian federalism,semantic_scholar,jstor,5.0,4,0,30,0.7329409123199365,0.051572733,0.275,0.7748200225569875,0.29982755,0.4498825228127529
pension law and taxation,cfe and military trade,semantic_scholar,jstor,4.0,4,0,18,0.7395739969534468,0.16910663,0.125,0.781832111388393,0.44255757,0.44979656156895814
global and regional fdi trends,the economic feasibility of aquaculture,semantic_scholar,jstor,5.0,5,0,27,0.7141563654697044,0.09845285,0.2375,0.7549621557500293,0.35675752,0.44973989245978757
explaining changes in house prices,explaining ethnic political participation,repec,jstor,5.0,4,0,25,0.7894963024517553,0.053359345,0.2125,0.8346069002180437,0.30199715,0.4497013517230464
global responsible intergenerational leadership,crime and development in africa,repec,jstor,4.0,5,0,32,0.8049298283727571,-0.032348424,0.3,0.8509222739422282,0.19791593,0.449612733505963
multi-valued strategy-proof social choice rules,future directions for agricultural policy,semantic_scholar,jstor,5.0,5,0,18,0.9031751615594502,0.026090782,0.125,0.9547811935308294,0.26888296,0.4495547178706432
australian demography at the millennium,back matter,semantic_scholar,jstor,5.0,2,0,34,0.6801006345801643,0.05557087,0.325,0.718960533064639,0.30468276,0.44954776483179315
shifting alignments in regional politics,the economics of effective teaching,semantic_scholar,jstor,5.0,5,0,29,0.7087835840655706,0.08204539,0.2625,0.7492823819254683,0.3368327,0.4495383613617833
understanding japan's capital goods exports,the criminal degrees of knowledge,semantic_scholar,jstor,5.0,5,0,30,0.6945933358602426,0.08404182,0.275,0.7342813248829027,0.33925715,0.4495128252571152
council tax information for landlords,economic implications of aircraft,semantic_scholar,jstor,5.0,4,0,18,0.8698232426226794,0.054826267,0.125,0.9195235975247446,0.30377853,0.44943404223064
elements of money stock determination,public works and economic stability,semantic_scholar,jstor,5.0,5,0,24,0.7461386543842002,0.10063418,0.2,0.7887718631924988,0.35940647,0.4493927781483134
procedure to lodge consumer complaints,non-symmetric cardinal value allocations,semantic_scholar,jstor,5.0,4,0,24,0.7899601128975965,0.062247895,0.2,0.8350972120754776,0.31279117,0.4492961269217351
the key-country approach,optimum trade policies and retaliation,repec,jstor,3.0,5,0,28,0.6800310425253769,0.116396755,0.25,0.7188869646274652,0.3785481,0.4491450167723366
sidelined in the labour market,two genes predict voter turnout,semantic_scholar,jstor,5.0,5,0,23,0.7783117824941562,0.08219247,0.1875,0.8227833140869244,0.33701134,0.4490982171223992
disneyland in hong kong,cooperative minorities and intergroup hostility,scopus,jstor,4.0,5,0,34,0.6570824601984488,0.07444666,0.325,0.6946271357963524,0.32760504,0.4490773915592181
mexikos motivation im alca-prozess,on getting it right,semantic_scholar,jstor,4.0,4,0,29,0.5737851219446795,0.19840579,0.2625,0.6065703164540722,0.4781377,0.4490693394012913
optionen und strategien,index to volume 48,semantic_scholar,jstor,3.0,4,0,19,0.7008850777290728,0.1905681,0.1375,0.7409325671519408,0.4686198,0.44901745360180967
the public-private nexus in education,intergenerational transfers and savings,semantic_scholar,jstor,5.0,4,0,28,0.7504471945604673,0.054324187,0.25,0.7933265866912816,0.30316883,0.4488318066490165
instrumenty prewencji kredytowej,the formation of inflationary expectations,semantic_scholar,jstor,3.0,5,0,32,0.6987712429686842,0.058064803,0.3,0.7386979511423883,0.30771136,0.4488031046603778
econometric methodology in historical perspective,disarmament and security,semantic_scholar,jstor,5.0,3,0,33,0.7042028396309279,0.04292846,0.3125,0.74443990083795,0.28933015,0.4487566851651046
systems of production prices,measuring inequality with asset indicators,semantic_scholar,jstor,4.0,5,0,26,0.7610249715698829,0.06545562,0.225,0.8045087615204862,0.31668654,0.44873176745418086
the inequality of extreme incomes,elementary and secondary education,repec,jstor,5.0,4,0,21,0.8088223218897317,0.075286016,0.1625,0.8550371785190226,0.32862434,0.44872050547687614
2010~2014 national fiscal management plan,murder 1957 to 1968,semantic_scholar,jstor,5.0,4,0,42,0.3665600479219434,0.24389234,0.425,0.3875047221751945,0.5333753,0.4486266816646502
rural planning in romania,wage rate control standards,repec,jstor,4.0,4,0,22,0.682202514925312,0.17477244,0.175,0.7211825116021511,0.44943798,0.44854016249521167
putin and the oligarchs,the demand for dental services,semantic_scholar,jstor,4.0,5,0,17,0.7796305536159369,0.14131236,0.1125,0.8241774377511244,0.40880495,0.4484941302831405
cyprus and the international economy,coevolutionary agricultural development,semantic_scholar,jstor,5.0,3,0,19,0.8237306052901902,0.0822428,0.1375,0.8707972981773273,0.33707243,0.4484565767394985
taxation and corporate payout policy,the debate over nafta,semantic_scholar,jstor,5.0,4,0,29,0.6890675319273555,0.09651591,0.2625,0.7284397850589445,0.3544053,0.44844836626306145
retirement ages by socio-economic class,subversives in government,scopus,jstor,5.0,3,0,24,0.7619499805701446,0.084526315,0.2,0.8054866241044967,0.33984548,0.44844403421306506
banking and back-loading emission permits,spatial trade and factor markets,elsevier,jstor,5.0,5,0,25,0.7228063223242011,0.10826944,0.2125,0.7641063577620362,0.3686785,0.4484282893170309
customized training in the workplace,america's new course,semantic_scholar,jstor,5.0,3,0,20,0.7728015412913087,0.11620282,0.15,0.8169582262233326,0.3783126,0.4484236046537899
america's looming creativity crisis,plaintiff's diplomacy,scopus,jstor,4.0,2,0,26,0.7328246039392348,0.0891733,0.225,0.7746970684952832,0.3454887,0.4483952552619012
economic theory and management games,problems of civil defense,semantic_scholar,jstor,5.0,4,0,29,0.688694842115344,0.096587434,0.2625,0.7280458003274394,0.35449216,0.44834598600837233
estimating production functions,the special envoy,semantic_scholar,jstor,3.0,3,0,26,0.6222222222222222,0.18507111,0.225,0.6577750377335122,0.4619444,0.44823981299923427
food as relationship,questions of degree,semantic_scholar,jstor,3.0,3,0,13,0.7048548430432511,0.24673021,0.0625,0.7451291587169302,0.53682154,0.44815023429576994
improving work incentives,discussion,repec,jstor,3.0,1,0,23,0.5503953220024498,0.27824765,0.1875,0.5818440595154625,0.5750955,0.44814651141182127
analysis of fdi in china,clean air and regional protectionism,semantic_scholar,jstor,5.0,5,0,22,0.7938566201357354,0.0765353,0.175,0.8392163597112564,0.3301414,0.4481192516805618
does inequality cause conflict,analysis of liquid asset ownership,semantic_scholar,jstor,4.0,5,0,16,0.8344408667498864,0.10270037,0.1,0.8821195274134143,0.36191556,0.44801169532999935
is constructive competition possible,the tony sender papers,semantic_scholar,jstor,4.0,4,0,26,0.6755115021031723,0.13804847,0.225,0.7141091846550037,0.40484136,0.4479835160283423
zur geschichte der vermögenssteuern,the effort of organized religion,semantic_scholar,jstor,4.0,5,0,27,0.6963462053510525,0.10956534,0.2375,0.7361343506256052,0.37025222,0.4479621908161146
measuring inter-cluster interdependencies,quota testing,scopus,jstor,3.0,2,0,32,0.6328172452642943,0.11317071,0.3,0.6689754440070081,0.37463048,0.4478686416705744
globalisation and indian economy,economic duress,semantic_scholar,jstor,4.0,2,0,27,0.6108309612131452,0.18356429,0.2375,0.6457328976869583,0.46011457,0.4477824887196223
conceptualizing suicide in economic models,pivotal mistakes,scopus,jstor,5.0,2,0,34,0.6166666666666667,0.106128216,0.325,0.6519020463251772,0.36607826,0.44766010129530237
inherited advantage and spinoff success,an activity-generating theory of regulation,repec,jstor,5.0,5,0,24,0.7885681319726127,0.059343334,0.2,0.8336256955131383,0.30926394,0.4476298800463309
nan,labor's new internationalism,repec,jstor,1.0,3,0,25,0.6055300708194984,0.2083135,0.2125,0.640129122614044,0.49016932,0.4475994797147573
when ukraine lost donetsk,phone home,semantic_scholar,jstor,4.0,2,0,21,0.6301260378126043,0.22782737,0.1625,0.6661304651234802,0.5138665,0.44749898309622393
satiation in an international economy,ecological changes and the church,semantic_scholar,jstor,5.0,5,0,32,0.6239575323424811,0.11995593,0.3,0.659609500790386,0.38287026,0.44749325256372446
revenue considerations in market design,ethiopia's fragile new government,semantic_scholar,jstor,5.0,4,0,20,0.9056481903918587,-0.0021536555,0.15,0.9573955274061834,0.23458366,0.44732639612212693
transportation to airports,decentralization and albury-wodonga,semantic_scholar,jstor,3.0,3,0,29,0.6895407124101123,0.09326612,0.2625,0.7289400023427125,0.3504589,0.44729963084745794
